lane,stage,candidate_id,parent_candidate_id,start_name,start_partition_sha256,config_json,complexity,status,failure,partition_key,exact_k,finite,min_cluster_size,cluster_sizes,normalized_cluster_entropy,graph_same_fraction,partition_sha256,repair_enabled,repair_threshold,repair_merged_clusters,repair_split_clusters,repair_boundary_moves,wall_seconds,absolute_ari,absolute_nmi,ami,fmi,morans_i,gearys_c,evaluated_observations,source_stage,source_directory,guard_fraction_of_equal,guard_threshold
MISAR_E15_5_S1,coarse,COARSE_70f0dc1c240066ff,,parent_frontier,0c47bba6e9d2070df15578c8d6ab5effb1db01f01cb4d9c75edc8e5fa0873416,"{""boundary_refine_beta"":0.0,""boundary_refine_sweeps"":0,""enabled"":false,""feature_mode"":""retained"",""merge_boundary_weight"":0.0,""merge_mode"":""pointwise"",""min_cluster_fraction_of_equal"":0.0,""seed"":0,""split_cluster_score"":""mean"",""split_mode"":""pca_quantile"",""split_quantile"":0.5}",0,PASS,,p_0c47bba6e9d2070df15578c8d6ab5effb1db01f01cb4d9c75edc8e5fa0873416,1,1,125,"[295,438,178,267,355,291,125]",0.9673929740558403,0.9372164495829064,0c47bba6e9d2070df15578c8d6ab5effb1db01f01cb4d9c75edc8e5fa0873416,0,0,0,0,0,0.0010493999870959,0.5414237853091904,0.6667977615565593,0.6650415476824866,0.6330318218564436,0.9226077603985556,0.0792405241590485,1949,coarse_primary,D:\文档\ChatGPT\博士第一篇科研论文项目\night16b_local_work\working\coarse_primary_other,0.02,6
MISAR_E15_5_S1,coarse,COARSE_70f0dc1c240066ff,,parent_frontier,0c47bba6e9d2070df15578c8d6ab5effb1db01f01cb4d9c75edc8e5fa0873416,"{""boundary_refine_beta"":0.0,""boundary_refine_sweeps"":0,""enabled"":false,""feature_mode"":""retained"",""merge_boundary_weight"":0.0,""merge_mode"":""pointwise"",""min_cluster_fraction_of_equal"":0.0,""seed"":0,""split_cluster_score"":""mean"",""split_mode"":""pca_quantile"",""split_quantile"":0.5}",0,PASS,,p_0c47bba6e9d2070df15578c8d6ab5effb1db01f01cb4d9c75edc8e5fa0873416,1,1,125,"[295,438,178,267,355,291,125]",0.9673929740558403,0.9372164495829064,0c47bba6e9d2070df15578c8d6ab5effb1db01f01cb4d9c75edc8e5fa0873416,0,0,0,0,0,0.0010493999870959,0.5414237853091904,0.6667977615565593,0.6650415476824866,0.6330318218564436,0.9226077603985556,0.0792405241590485,1949,coarse_primary,D:\文档\ChatGPT\博士第一篇科研论文项目\night16b_local_work\working\coarse_primary_other,0.05,14
P22_3DOT_K18,refine,REFINE_aa5c94e91a7dd7b1,COARSE_88657eb555e0ca10,coarse::COARSE_88657eb555e0ca10,46b19a74b8f4733a3b87e3df1dc7ea6ce0e0fcbde11db81c1dbe0301e71fc118,"{""boundary_refine_beta"":0.002,""boundary_refine_sweeps"":1,""enabled"":true,""feature_mode"":""molecular"",""merge_boundary_weight"":0.0,""merge_mode"":""pointwise"",""min_cluster_fraction_of_equal"":0.03,""seed"":0,""split_cluster_score"":""mean"",""split_mode"":""pca_quantile"",""split_quantile"":0.35}",2,PASS,,p_42dfcd5e8d40a93668bfdd9365cdd2f3d09cda3dafda59034a058edf30cb7735,1,1,32,"[747,2269,467,158,375,159,44,434,690,289,964,582,575,578,578,200,55,32]",0.8682596297196108,0.9098439487481772,42dfcd5e8d40a93668bfdd9365cdd2f3d09cda3dafda59034a058edf30cb7735,1,16,0,0,329,0.3021164999809116,0.7459390507181689,0.7661213526325692,0.7645950974252193,0.7733014187011664,0.8593555253675359,0.1396513880284593,9196,refine_secondary,D:\文档\ChatGPT\博士第一篇科研论文项目\night16b_local_work\working\refine_secondary,0.0,0
P22_3DOT_K18,refine,REFINE_aa5c94e91a7dd7b1,COARSE_88657eb555e0ca10,coarse::COARSE_88657eb555e0ca10,46b19a74b8f4733a3b87e3df1dc7ea6ce0e0fcbde11db81c1dbe0301e71fc118,"{""boundary_refine_beta"":0.002,""boundary_refine_sweeps"":1,""enabled"":true,""feature_mode"":""molecular"",""merge_boundary_weight"":0.0,""merge_mode"":""pointwise"",""min_cluster_fraction_of_equal"":0.03,""seed"":0,""split_cluster_score"":""mean"",""split_mode"":""pca_quantile"",""split_quantile"":0.35}",2,PASS,,p_42dfcd5e8d40a93668bfdd9365cdd2f3d09cda3dafda59034a058edf30cb7735,1,1,32,"[747,2269,467,158,375,159,44,434,690,289,964,582,575,578,578,200,55,32]",0.8682596297196108,0.9098439487481772,42dfcd5e8d40a93668bfdd9365cdd2f3d09cda3dafda59034a058edf30cb7735,1,16,0,0,329,0.3021164999809116,0.7459390507181689,0.7661213526325692,0.7645950974252193,0.7733014187011664,0.8593555253675359,0.1396513880284593,9196,refine_secondary,D:\文档\ChatGPT\博士第一篇科研论文项目\night16b_local_work\working\refine_secondary,0.01,6
P22_3DOT_K18,refine,REFINE_aa5c94e91a7dd7b1,COARSE_88657eb555e0ca10,coarse::COARSE_88657eb555e0ca10,46b19a74b8f4733a3b87e3df1dc7ea6ce0e0fcbde11db81c1dbe0301e71fc118,"{""boundary_refine_beta"":0.002,""boundary_refine_sweeps"":1,""enabled"":true,""feature_mode"":""molecular"",""merge_boundary_weight"":0.0,""merge_mode"":""pointwise"",""min_cluster_fraction_of_equal"":0.03,""seed"":0,""split_cluster_score"":""mean"",""split_mode"":""pca_quantile"",""split_quantile"":0.35}",2,PASS,,p_42dfcd5e8d40a93668bfdd9365cdd2f3d09cda3dafda59034a058edf30cb7735,1,1,32,"[747,2269,467,158,375,159,44,434,690,289,964,582,575,578,578,200,55,32]",0.8682596297196108,0.9098439487481772,42dfcd5e8d40a93668bfdd9365cdd2f3d09cda3dafda59034a058edf30cb7735,1,16,0,0,329,0.3021164999809116,0.7459390507181689,0.7661213526325692,0.7645950974252193,0.7733014187011664,0.8593555253675359,0.1396513880284593,9196,refine_secondary,D:\文档\ChatGPT\博士第一篇科研论文项目\night16b_local_work\working\refine_secondary,0.02,11
P22_3DOT_K18,refine,REFINE_aa5c94e91a7dd7b1,COARSE_88657eb555e0ca10,coarse::COARSE_88657eb555e0ca10,46b19a74b8f4733a3b87e3df1dc7ea6ce0e0fcbde11db81c1dbe0301e71fc118,"{""boundary_refine_beta"":0.002,""boundary_refine_sweeps"":1,""enabled"":true,""feature_mode"":""molecular"",""merge_boundary_weight"":0.0,""merge_mode"":""pointwise"",""min_cluster_fraction_of_equal"":0.03,""seed"":0,""split_cluster_score"":""mean"",""split_mode"":""pca_quantile"",""split_quantile"":0.35}",2,PASS,,p_42dfcd5e8d40a93668bfdd9365cdd2f3d09cda3dafda59034a058edf30cb7735,1,1,32,"[747,2269,467,158,375,159,44,434,690,289,964,582,575,578,578,200,55,32]",0.8682596297196108,0.9098439487481772,42dfcd5e8d40a93668bfdd9365cdd2f3d09cda3dafda59034a058edf30cb7735,1,16,0,0,329,0.3021164999809116,0.7459390507181689,0.7661213526325692,0.7645950974252193,0.7733014187011664,0.8593555253675359,0.1396513880284593,9196,refine_secondary,D:\文档\ChatGPT\博士第一篇科研论文项目\night16b_local_work\working\refine_secondary,0.05,26
MISAR_E15_5_S1_K12,refine,REFINE_0f97866c2a7b9050,COARSE_419f6576191f3e9c,coarse::COARSE_419f6576191f3e9c,b101f14c516a9b304bc93e4205199cbe6078389a72c4a9dbf173c2d254d29d4f,"{""boundary_refine_beta"":0.0005,""boundary_refine_sweeps"":1,""enabled"":true,""feature_mode"":""molecular"",""merge_boundary_weight"":0.0,""merge_mode"":""pointwise"",""min_cluster_fraction_of_equal"":0.03,""seed"":0,""split_cluster_score"":""mean"",""split_mode"":""pca_quantile"",""split_quantile"":0.35}",2,PASS,,p_22f4c1c539d33a791db6c6752eee0121f203e39ec08fb7891685bd129a20acd9,1,1,52,"[245,75,459,143,52,137,140,123,63,258,68,186]",0.9195479092772478,0.8994585101712279,22f4c1c539d33a791db6c6752eee0121f203e39ec08fb7891685bd129a20acd9,1,5,0,0,149,0.0662134000158403,0.4541171509938244,0.6071906236254658,0.6036994699481151,0.5618314295704847,0.8750272531080822,0.1233383512690693,1949,refine_secondary,D:\文档\ChatGPT\博士第一篇科研论文项目\night16b_local_work\working\refine_secondary,0.0,0
MISAR_E15_5_S1_K12,refine,REFINE_0f97866c2a7b9050,COARSE_419f6576191f3e9c,coarse::COARSE_419f6576191f3e9c,b101f14c516a9b304bc93e4205199cbe6078389a72c4a9dbf173c2d254d29d4f,"{""boundary_refine_beta"":0.0005,""boundary_refine_sweeps"":1,""enabled"":true,""feature_mode"":""molecular"",""merge_boundary_weight"":0.0,""merge_mode"":""pointwise"",""min_cluster_fraction_of_equal"":0.03,""seed"":0,""split_cluster_score"":""mean"",""split_mode"":""pca_quantile"",""split_quantile"":0.35}",2,PASS,,p_22f4c1c539d33a791db6c6752eee0121f203e39ec08fb7891685bd129a20acd9,1,1,52,"[245,75,459,143,52,137,140,123,63,258,68,186]",0.9195479092772478,0.8994585101712279,22f4c1c539d33a791db6c6752eee0121f203e39ec08fb7891685bd129a20acd9,1,5,0,0,149,0.0662134000158403,0.4541171509938244,0.6071906236254658,0.6036994699481151,0.5618314295704847,0.8750272531080822,0.1233383512690693,1949,refine_secondary,D:\文档\ChatGPT\博士第一篇科研论文项目\night16b_local_work\working\refine_secondary,0.01,5
MISAR_E15_5_S1_K12,refine,REFINE_0f97866c2a7b9050,COARSE_419f6576191f3e9c,coarse::COARSE_419f6576191f3e9c,b101f14c516a9b304bc93e4205199cbe6078389a72c4a9dbf173c2d254d29d4f,"{""boundary_refine_beta"":0.0005,""boundary_refine_sweeps"":1,""enabled"":true,""feature_mode"":""molecular"",""merge_boundary_weight"":0.0,""merge_mode"":""pointwise"",""min_cluster_fraction_of_equal"":0.03,""seed"":0,""split_cluster_score"":""mean"",""split_mode"":""pca_quantile"",""split_quantile"":0.35}",2,PASS,,p_22f4c1c539d33a791db6c6752eee0121f203e39ec08fb7891685bd129a20acd9,1,1,52,"[245,75,459,143,52,137,140,123,63,258,68,186]",0.9195479092772478,0.8994585101712279,22f4c1c539d33a791db6c6752eee0121f203e39ec08fb7891685bd129a20acd9,1,5,0,0,149,0.0662134000158403,0.4541171509938244,0.6071906236254658,0.6036994699481151,0.5618314295704847,0.8750272531080822,0.1233383512690693,1949,refine_secondary,D:\文档\ChatGPT\博士第一篇科研论文项目\night16b_local_work\working\refine_secondary,0.02,5
MISAR_E15_5_S1_K12,refine,REFINE_0f97866c2a7b9050,COARSE_419f6576191f3e9c,coarse::COARSE_419f6576191f3e9c,b101f14c516a9b304bc93e4205199cbe6078389a72c4a9dbf173c2d254d29d4f,"{""boundary_refine_beta"":0.0005,""boundary_refine_sweeps"":1,""enabled"":true,""feature_mode"":""molecular"",""merge_boundary_weight"":0.0,""merge_mode"":""pointwise"",""min_cluster_fraction_of_equal"":0.03,""seed"":0,""split_cluster_score"":""mean"",""split_mode"":""pca_quantile"",""split_quantile"":0.35}",2,PASS,,p_22f4c1c539d33a791db6c6752eee0121f203e39ec08fb7891685bd129a20acd9,1,1,52,"[245,75,459,143,52,137,140,123,63,258,68,186]",0.9195479092772478,0.8994585101712279,22f4c1c539d33a791db6c6752eee0121f203e39ec08fb7891685bd129a20acd9,1,5,0,0,149,0.0662134000158403,0.4541171509938244,0.6071906236254658,0.6036994699481151,0.5618314295704847,0.8750272531080822,0.1233383512690693,1949,refine_secondary,D:\文档\ChatGPT\博士第一篇科研论文项目\night16b_local_work\working\refine_secondary,0.05,9
