ami,ari,candidate_id,cluster_sizes_eval,cluster_sizes_full,fmi,gearys_c_macro,homogeneity,k,lane,min_cluster_size_eval,min_cluster_size_full,morans_i_macro,n_eval,n_total,neighbor_agreement,nmi,partition_sha256,v_measure
0.8161055869950341,0.9001423254397088,SHUFFLED_TEACHER_FULL_TRANSFORM,"[271, 562]","[271, 562]",0.9560701551725969,0.005447922899896616,0.8157172733342614,2,MELANOMA_TUMOR_K2,271,271,0.9471528803313908,833,833,0.9976055916015444,0.8162808888292926,7ba2a6899ee467f57caf3cc3fb80b3ab3e517a7bf2f25b26d49406606c2529a8,0.8162808888292926
0.8161055869950341,0.9001423254397088,FULL_XBED,"[271, 562]","[271, 562]",0.9560701551725969,0.005447922899896616,0.8157172733342614,2,MELANOMA_TUMOR_K2,271,271,0.9471528803313908,833,833,0.9976055916015444,0.8162808888292926,7ba2a6899ee467f57caf3cc3fb80b3ab3e517a7bf2f25b26d49406606c2529a8,0.8162808888292926
0.4346903237150385,0.20858903947305688,RAW_EQUAL_UNION,"[183, 933, 465, 126, 102, 71, 69]","[183, 933, 465, 126, 102, 71, 69]",0.4147098297501859,0.18158615031709305,0.4118891882136506,7,MISAR_K7,69,69,0.8162519688665864,1949,1949,0.8717717416934384,0.4380819956982597,20715f384a14841f6a7f2930d119253b124c7f33a2257a607018fc005db8216a,0.4380819956982596
0.3421682000203972,0.19229683573573123,ARISE_LIKE_INTERSECTION,"[513, 193, 406, 224, 96, 253, 264]","[513, 193, 406, 224, 96, 253, 264]",0.34984433261790504,0.12967369998278916,0.3610999082314192,7,MISAR_K7,96,96,0.8778155509941401,1949,1949,0.882212421922723,0.34566601533350805,d9688fe62ee58513fb7535249e9014251b7b4dea8b821e5ea0d10c372ea2b837,0.34566601533350805
0.410815925462283,0.2298225646462342,SPATIAL_ONLY,"[499, 95, 351, 349, 180, 292, 183]","[499, 95, 351, 349, 180, 292, 183]",0.37995621081399916,0.04728755321830883,0.43236888657783806,7,MISAR_K7,95,95,0.9618945654297981,1949,1949,0.9594400454327536,0.41395029909070363,f4757f608db86ab864cfcd76de969160c8c3a230f29af1d279c4bf225b63c3da,0.41395029909070363
0.5564362349699481,0.43459645282691056,RETAINED_ONLY,"[380, 257, 323, 429, 100, 281, 179]","[380, 257, 323, 429, 100, 281, 179]",0.5452196448190078,0.09021079983944576,0.5883545997054422,7,MISAR_K7,100,100,0.9162969231445809,1949,1949,0.9218368915229532,0.5587746515378754,2bfc2276a6da178e51dc19ddb0e03db1f7ba7965f9bfc7c69f0b9d1f3c57a3bf,0.5587746515378755
0.1737627981974484,0.0568959352711413,VIEW1_ONLY,"[972, 483, 137, 147, 82, 46, 82]","[972, 483, 137, 147, 82, 46, 82]",0.3081302650733444,0.6712035816795306,0.1650848578394611,7,MISAR_K7,46,46,0.33500743090749385,1949,1949,0.5578497209962939,0.17883578687448576,e53c3f9735f90c0b9e068d1d103b0b23f4caf08f4155668ae2c382a9c470b9bf,0.17883578687448573
0.18225799368391504,-0.021651301036385778,VIEW2_ONLY,"[1583, 110, 93, 49, 21, 59, 34]","[1583, 110, 93, 49, 21, 59, 34]",0.3631946117537731,0.3313410001404598,0.13876257369745487,7,MISAR_K7,21,21,0.6609190416966653,1949,1949,0.8909491831513492,0.18875992883768797,4122792e7cd3ed616d3c634468382077d923b1ab235eb071a7262e43c024b070,0.18875992883768797
0.4238881034918337,0.19372202704794173,LOGISTIC_DIRECT,"[640, 574, 211, 222, 130, 88, 84]","[640, 574, 211, 222, 130, 88, 84]",0.37266498345579996,0.10758782446803518,0.42470052839829925,7,MISAR_K7,84,84,0.8896922419753415,1949,1949,0.9242758344422695,0.4271312743991006,adc7368915a8ddd92294535fa641d3fcfc53bccf35dfb36df1c779202855a28f,0.4271312743991006
0.5069515844446588,0.2879248588116842,MLP_NO_CONFIDENCE_ABSTENTION,"[575, 334, 238, 275, 244, 109, 174]","[575, 334, 238, 275, 244, 109, 174]",0.42901972468839783,0.07712362830971971,0.531237190508717,7,MISAR_K7,109,109,0.9222559574512441,1949,1949,0.9409976279084362,0.5095770776472761,59c2bb3245f00beb599809a6aece491816df04ee662d22c54e1a202f1c3a27df,0.509577077647276
0.4346903237150385,0.20858903947305688,SHUFFLED_TEACHER_FULL_TRANSFORM,"[183, 933, 465, 126, 102, 71, 69]","[183, 933, 465, 126, 102, 71, 69]",0.4147098297501859,0.18158615031709305,0.4118891882136506,7,MISAR_K7,69,69,0.8162519688665864,1949,1949,0.8717717416934384,0.4380819956982597,20715f384a14841f6a7f2930d119253b124c7f33a2257a607018fc005db8216a,0.4380819956982596
0.4012678787076974,0.16041416338087552,FULL_XBED,"[75, 692, 108, 77, 586, 224, 187]","[75, 692, 108, 77, 586, 224, 187]",0.35398672233772693,0.14570439892327075,0.39593714277316916,7,MISAR_K7,75,75,0.8508561980646677,1949,1949,0.8968961946260322,0.40470566623508425,eff51337b79a3db5a25ab381d47b2e8538bb08e7fbf3591ca5c14d513b081904,0.40470566623508425
0.5636735806626983,0.41760543952516666,RAW_EQUAL_UNION,"[2294, 633, 1282, 1158, 800, 813, 624, 1327, 265]","[2294, 633, 1282, 1158, 800, 813, 624, 1327, 265]",0.5046638136440673,0.17691577104833595,0.5728114185044989,9,P22_K9,265,265,0.8239729440668419,9196,9196,0.8668040895985517,0.5644264107517991,62a6beab7531a61807750fe99ba229a03b412ac5f23cd8e25537085404ab7f5d,0.5644264107517991
0.43837221276766064,0.25884352688480666,ARISE_LIKE_INTERSECTION,"[721, 1743, 1015, 1338, 1101, 635, 792, 1025, 826]","[721, 1743, 1015, 1338, 1101, 635, 792, 1025, 826]",0.36247767457954466,0.13164361511470274,0.4559887627298671,9,P22_K9,635,635,0.8681655526972564,9196,9196,0.8896119781065545,0.4393183666765617,5392fcde2bc44c43add9c943668fcda0f7fadd789e1db39d9883c5c1dd120fe3,0.43931836667656177
0.48171221539514403,0.3007886647299342,SPATIAL_ONLY,"[771, 1454, 1093, 1254, 943, 950, 1039, 767, 925]","[771, 1454, 1093, 1254, 943, 950, 1039, 767, 925]",0.3973914395441408,0.02672985623831936,0.5042101365609606,9,P22_K9,767,767,0.9740838820057685,9196,9196,0.9757495305337898,0.4825794282432334,65d0784ff38d842b8a69ee4c872cb7a8cd5a9746e0c27a4a87ecb62681d1efe8,0.4825794282432334
0.5935312201633789,0.43116343205179847,RETAINED_ONLY,"[690, 1702, 2102, 779, 1366, 673, 639, 656, 589]","[690, 1702, 2102, 779, 1366, 673, 639, 656, 589]",0.5154726981795836,0.08356701059193411,0.6060462277620078,9,P22_K9,589,589,0.917952007237964,9196,9196,0.9256477224545318,0.5942284732010992,1d5e71884aa68bbf49d489c7560175ef065d61de4f8c7a2ccb77485baeff0818,0.5942284732010993
0.12561533995294316,0.05455522519314854,VIEW1_ONLY,"[256, 4883, 564, 478, 186, 324, 1795, 580, 130]","[256, 4883, 564, 478, 186, 324, 1795, 580, 130]",0.2730524687141188,0.7975330134148252,0.11185068139291258,9,P22_K9,130,130,0.20409157000418743,9196,9196,0.48575046586387566,0.12737248554384326,35867ea3569030449d246ba071110ac97d20a6277819bbcff90f68e5954af05d,0.12737248554384326
0.016398714472710553,-0.0027902188088071867,VIEW2_ONLY,"[1711, 2335, 2635, 1851, 157, 100, 104, 210, 93]","[1711, 2335, 2635, 1851, 157, 100, 104, 210, 93]",0.18317053186249738,0.9812265406896729,0.01669894929094291,9,P22_K9,93,93,0.024142417446384346,9196,9196,0.20694741233533911,0.018322001440133868,d94ce62654caed9ef9f3576b79c84a77255319e11875737525b8181cd3704214,0.018322001440133864
0.6190924618572328,0.44600561114078563,LOGISTIC_DIRECT,"[850, 2262, 1385, 1415, 693, 627, 847, 418, 699]","[850, 2262, 1385, 1415, 693, 627, 847, 418, 699]",0.528431907525537,0.06821175409283192,0.6312794709737055,9,P22_K9,418,418,0.9328971242158429,9196,9196,0.9463906696318597,0.6197467901950307,62588464a04d67521eca37e08f0028f3ebc134ca9576249685f3ae2936dfc7f4,0.6197467901950308
0.6206048285230679,0.4568238967773486,MLP_NO_CONFIDENCE_ABSTENTION,"[1310, 2188, 1847, 691, 578, 757, 266, 706, 853]","[1310, 2188, 1847, 691, 578, 757, 266, 706, 853]",0.5392589171430022,0.09458037555258153,0.6271528242334146,9,P22_K9,266,266,0.9067424813396736,9196,9196,0.9280400325220051,0.621263013202052,bddaf62a1f9803d3ec2c16d03c1d76d5d61a33947c7cc10b02f929099abb91b0,0.6212630132020521
0.5638260475522622,0.41737485028625715,SHUFFLED_TEACHER_FULL_TRANSFORM,"[802, 814, 2294, 1327, 623, 1159, 264, 1290, 623]","[802, 814, 2294, 1327, 623, 1159, 264, 1290, 623]",0.5045070996617025,0.17771473178487318,0.5728436941708466,9,P22_K9,264,264,0.8231796972981281,9196,9196,0.8663364199593908,0.5645787882223762,6210403ed4480413a3cf7c4daff092fd95df2e26b9c4b6772d2f422a931b599f,0.5645787882223762
0.5972219964945629,0.42100221541598287,FULL_XBED,"[1736, 2289, 688, 1557, 623, 616, 576, 869, 242]","[1736, 2289, 688, 1557, 623, 616, 576, 869, 242]",0.510407182405448,0.10622860536290538,0.5999275592586969,9,P22_K9,242,242,0.8948566732824814,9196,9196,0.9227265859398502,0.5979253006853424,05cd015cdba0e8650b8c954ebb3293fad35caa9db9403923c3b842fa0740c029,0.5979253006853426
