path,size_bytes,sha256
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/formal/seed_2/attempt_001/worker/loss_curve.csv,14430,7c84ad95385075b5820a5b68abe9ff1bf38aafeada6f23eee6f5b7fcdc9dffae
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/formal/seed_2/attempt_001/worker/model_final.pt,1483425,bcaba8b8f0b1a0d5fbc54b751d414d52c4b7056c4cfcf8429b5bb573b874333c
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/formal/seed_2/attempt_001/worker/reload_forward_audit.json,368,0bab46cbe1299041c544f146ee38ccc89848664017f9b93ad10f5efe80c5205c
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/formal/seed_2/attempt_001/worker/training_manifest.json,1664,a0c4e8b8f3ee5b567c165a4fbaaa5a48347005c126b53a308a5a96aec637fe94
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/formal/seed_3/attempt_001/adapter_unit_manifest.json,2117,fac09d0bce7cd5921f9245ae2489fbb4ee3861e8e8d724a8ffafdff7c54a98f2
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/formal/seed_3/attempt_001/worker/embedding.npy,499072,d29d677c0b1b86e678346f99a11850033ad94d004612fe046e1732a4738baeb2
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/formal/seed_3/attempt_001/worker/fixed_indices.json,1470,f6d348beba072440c842192c1ebf4dc1118d0a54d0cc3c3b725b16a0d5c7432d
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/formal/seed_3/attempt_001/worker/gate_weights.npy,15720,df501a0ceffdc37b9e1a2ccb301022e9d0e48327cb7e84da02c201fc3ef53e2d
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/formal/seed_3/attempt_001/worker/loss_curve.csv,14443,dd15309c2dc04f1c5528f6d4bb19d19126ac53d274396c16393eb374b263037e
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/formal/seed_3/attempt_001/worker/model_final.pt,1483361,392abfd57cd5383aa4c758c015d801129b56842faf84e42c99ca8129023eafa4
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/formal/seed_3/attempt_001/worker/reload_forward_audit.json,368,8d80696ba38c9ece8054291c187063121da1e3bfa09ec6dadb2d987d927ffc29
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/formal/seed_3/attempt_001/worker/training_manifest.json,1656,ad8e639cfdb341b4d6238903c2706265d1eec280c282b3c038bccf9ac21cf98d
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/formal/seed_4/attempt_001/adapter_unit_manifest.json,2124,bdfa4c23b3cff091c042a7913b07923f316286bd2847e289a0c3e1a477672d24
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/formal/seed_4/attempt_001/worker/embedding.npy,499072,f8aed21066f50d1deadafbfd91c9be2fb9ddc5982f6434557658482a682f8b1e
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/formal/seed_4/attempt_001/worker/fixed_indices.json,1470,84a2314fb0a3b1e38dc39113453ff668ea77b29f4150c0de1981b4a8d6c30ae4
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/formal/seed_4/attempt_001/worker/gate_weights.npy,15720,df501a0ceffdc37b9e1a2ccb301022e9d0e48327cb7e84da02c201fc3ef53e2d
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/formal/seed_4/attempt_001/worker/loss_curve.csv,14476,2381011e7d25694300b8b2bb111eee10b48ad4acf83eeaafa00fe48f158d41e1
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/formal/seed_4/attempt_001/worker/model_final.pt,1483425,49fe06bc277a41a9cf31ecd8eb8d5670b65486e37bdee06011eaa21bfe271f54
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/formal/seed_4/attempt_001/worker/reload_forward_audit.json,368,c7536664dce7a110d6aee0ad9cc02851a3ce30d7568c1a06ac1033b6bf46388e
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/formal/seed_4/attempt_001/worker/training_manifest.json,1663,ea318edf49977e729b0c8e49a730764596c98e7f68c37bd1b6510300ebb917ff
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/formal/seed_5/attempt_001/adapter_unit_manifest.json,2121,c53702474d03dc59a5e3fe2b110559ff928f3747e8c8dad4396d2eef408c0612
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/formal/seed_5/attempt_001/worker/embedding.npy,499072,86da2b91a74e313442a5514a7d3be0436a78bf342e3cc64bcdf851f4f5191a2a
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/formal/seed_5/attempt_001/worker/fixed_indices.json,1470,cc5a2f050c6941cf729abcc2c78c5487157ab18e6e990c2430ad7bacf407fb48
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/formal/seed_5/attempt_001/worker/gate_weights.npy,15720,df501a0ceffdc37b9e1a2ccb301022e9d0e48327cb7e84da02c201fc3ef53e2d
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/formal/seed_5/attempt_001/worker/loss_curve.csv,14455,4946cf096be53cfa8ef0704449d03a81445111294b8bd1d1eb1d8e496ba5b22f
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/formal/seed_5/attempt_001/worker/model_final.pt,1483425,cb63d665d0830f476c72d1794e351c710b7173846baba2fc83f7e42b031681cc
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/formal/seed_5/attempt_001/worker/reload_forward_audit.json,368,2af661fb74d3a2975c6f0c29d22f12252981abc8e605f516f55996dfcdc89d18
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/formal/seed_5/attempt_001/worker/training_manifest.json,1660,da7d6677e69c917a4f96e4ec2b4782725c80ec118daec777d93b0e83478cc2b3
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/formal/seed_6/attempt_001/adapter_unit_manifest.json,2124,1f67fd8b5426f350c3736d5f6a6b9aa42b1b10eea560e01e29890e1454763c4f
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/formal/seed_6/attempt_001/worker/embedding.npy,499072,c06052156491ea9c22829bd3c689fca09e333668e73b857ea2901a4e8e32562f
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/formal/seed_6/attempt_001/worker/fixed_indices.json,1470,4c8bce004701b718bd588a6056e4abd88f6d4991b321e46428c1a6ade74e0e37
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/formal/seed_6/attempt_001/worker/gate_weights.npy,15720,df501a0ceffdc37b9e1a2ccb301022e9d0e48327cb7e84da02c201fc3ef53e2d
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/formal/seed_6/attempt_001/worker/loss_curve.csv,14483,7b3abd9619e6ea7ceed8f18f007d973896bb4eb4712a882c696dad11ad7d2c07
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/formal/seed_6/attempt_001/worker/model_final.pt,1483425,d535e2bd798a8275cf47fd9a4bc45b0bc7a45850243b597bdfc1ca7beffb8d9a
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/formal/seed_6/attempt_001/worker/reload_forward_audit.json,368,ce6d77fbee3fd13ee47e86ba4cafcf2960853c540c49ec08eb0e7fbf49874c59
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/formal/seed_6/attempt_001/worker/training_manifest.json,1663,33a83db0312d21298a00c1d76ee7e097589ebce934af074af000a6b43b7d5431
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/formal/seed_7/attempt_001/adapter_unit_manifest.json,2124,b1cc86d3d17318ebccd33de29fa3573bc2221219b1dcbccc0b447f70a9799025
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/formal/seed_7/attempt_001/worker/embedding.npy,499072,d343b11015b2037e997cc30d2d405db5ecd7e4f40394f61a98d05c802cf2e8ae
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/formal/seed_7/attempt_001/worker/fixed_indices.json,1470,c71c72e8f54ae03a103fd5bb2823e8dba03f329b66b71f1ac859614709a37d2e
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/formal/seed_7/attempt_001/worker/gate_weights.npy,15720,df501a0ceffdc37b9e1a2ccb301022e9d0e48327cb7e84da02c201fc3ef53e2d
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/formal/seed_7/attempt_001/worker/loss_curve.csv,14458,24cbbc101ea32db5dd0a3a2137e99ce1b3b221e9157c2e4941c5e03758a485ec
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/formal/seed_7/attempt_001/worker/model_final.pt,1483489,0bee478ccdd358db34cb7f966bf2cce57bbb167009c51fd11d3137ac41d6491d
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/formal/seed_7/attempt_001/worker/reload_forward_audit.json,368,37a5f8bca70050e3928b27926329ff4e778a546febc16ea3b700aaac0b63f0ce
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/formal/seed_7/attempt_001/worker/training_manifest.json,1663,00714e49a82e0a8ea47a98866bfbc2739663a0cc055c0363c8d6e41b1f44cd81
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/formal/seed_8/attempt_001/adapter_unit_manifest.json,2123,adb3334e6a9fd0628e5d702ea7ace05b9251bfd4462ce9cd4f6aaffb2315d589
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/formal/seed_8/attempt_001/worker/embedding.npy,499072,1760c864c30277532d532d6019463f0e96b015c4cbcc65a7c13b5babf21bd1d5
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/formal/seed_8/attempt_001/worker/fixed_indices.json,1470,0f39b9f986add7319d4b1130e0190843a70cc00811268ec8c8b6d4384a69b393
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/formal/seed_8/attempt_001/worker/gate_weights.npy,15720,df501a0ceffdc37b9e1a2ccb301022e9d0e48327cb7e84da02c201fc3ef53e2d
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/formal/seed_8/attempt_001/worker/loss_curve.csv,14491,6917ce625d0119797b7f605910b88c62d389e7efe2ad9d02eeaee04fd5f7bf1a
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/formal/seed_8/attempt_001/worker/model_final.pt,1483489,8cf1fbcbc98d3496276adbc6bb95c088c458f8d112a8636026bb93f0ac452560
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/formal/seed_8/attempt_001/worker/reload_forward_audit.json,368,682b854af83fb4ebbf4028d3befce6d45a95a6f3828ccda670dd0b353c11a6af
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/formal/seed_8/attempt_001/worker/training_manifest.json,1663,766f2fafd2c293f5a31faffbb02e0a8007d9eb8c32fad217510c69313f3549af
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/formal/seed_9/attempt_001/adapter_unit_manifest.json,2123,cf963a3e1df8516e1d573a53ef685d647e56d7b50856a43fe34d111ffe065a10
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/formal/seed_9/attempt_001/worker/embedding.npy,499072,f22d439db26dbe2c150be12ad9085013128c9492d0c9944e3d1ce10f09e511d8
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/formal/seed_9/attempt_001/worker/fixed_indices.json,1470,2cb38f7f6af924295cdaed564794f94c6306ae5bdb1841854dd00c1879fa142e
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/formal/seed_9/attempt_001/worker/gate_weights.npy,15720,df501a0ceffdc37b9e1a2ccb301022e9d0e48327cb7e84da02c201fc3ef53e2d
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/formal/seed_9/attempt_001/worker/loss_curve.csv,14446,3e59bb8e2e5d67472e78157fb8374a6c9e3d9ea0667e9f8dd6ddcaf6e7fe3565
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/formal/seed_9/attempt_001/worker/model_final.pt,1483425,28f9d7f8c0afc50bac635a3d84034f8e8cfdaf5b9e5f666cfa5613e5885784a5
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/formal/seed_9/attempt_001/worker/reload_forward_audit.json,368,f88d8f22f707bb607d431150fd9937cd265f90c06f778a7eb4c36d9b76f749be
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/formal/seed_9/attempt_001/worker/training_manifest.json,1662,71dee3fe611195ec9d3ef4a02e676a758753dbb05d3b2b5f5379c0f51de7f084
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/inputs/seed_0/c06_affinity.npz,315320,29e2c93967129b04bb577ddd2e6d64707112b987acfe209649c5550ea62a6d1c
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/inputs/seed_0/observation_ids.txt,37031,c5b6375c6a20e215f4fee3b025dd81103302d9a95d498f71a13e34beda9e6140
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/inputs/seed_0/s00.npz,242731,7c4cbd47cb4c964136bb2437c5eab6fc4729a2c188c57eb76d9c1d1802611ad6
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/inputs/seed_0/s04.npz,251313,429d16518edb4fd9de618744089019fc9b4b115b9fbe36bed34fbfb4359e2a4c
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/inputs/seed_0/worker_input.json,771,5010e3f61de0dad5e240e3cc660d91693c7f4890ee4d80f68d21359e9596d3e8
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/inputs/seed_1/c06_affinity.npz,319444,32df4fb006484b4261b7f98d94990443c8b9f1509ca47d9758f9fffd00dd9a2b
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/inputs/seed_1/observation_ids.txt,37031,c5b6375c6a20e215f4fee3b025dd81103302d9a95d498f71a13e34beda9e6140
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/inputs/seed_1/s00.npz,244646,2de3318be70618f669c62a7bde7cdba12ce43374607af5908d8a35207353cf05
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/inputs/seed_1/s04.npz,257874,841e53aa3ab342557d8dcb166e0e520e3ca43875061f39046b2897d158044a3a
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/inputs/seed_1/worker_input.json,771,34826b559ee8ff0b7cf95b822da2836e9dee6a9c245f970794d15ee385e6eddf
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/inputs/seed_2/c06_affinity.npz,316553,0a9958b8c05c43c5c766cdf839efc76e0c338814343335ec57205dacf6444113
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/inputs/seed_2/observation_ids.txt,37031,c5b6375c6a20e215f4fee3b025dd81103302d9a95d498f71a13e34beda9e6140
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/inputs/seed_2/s00.npz,244625,83a6f2c3b6077f77408de8836c879b43539556cfa4f8d2d7be1874dff72b96ad
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/inputs/seed_2/s04.npz,253998,7bdfcf1f2304e41d148bc18dbe7a796c6a94370b53b37518032062b9f9942c19
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/inputs/seed_2/worker_input.json,771,ea76c0ac83dae5dca10a776375b24e0a5f1b02134b884e02f6c1e48569d0ecfb
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/inputs/seed_3/c06_affinity.npz,323471,aec89765c903f0c01a001f869117247b777c89cd97a0c02ed6e2c1eff2e4f740
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/inputs/seed_3/observation_ids.txt,37031,c5b6375c6a20e215f4fee3b025dd81103302d9a95d498f71a13e34beda9e6140
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/inputs/seed_3/s00.npz,248654,a079550e7d85fd95c7a94afb6b383fe5573eaf7d63b21e0a6b35e774f70d7f21
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/inputs/seed_3/s04.npz,255984,c5898219591df5d6568b48729be600f7d5a9d5a48d70040d4356e81eda203de4
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/inputs/seed_3/worker_input.json,771,171b8c427e39e84da0823e01450a49445ec57dd0a8d143c16a5af5b77da3f792
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/inputs/seed_4/c06_affinity.npz,317988,05ec5132c9b5dbed57b99b97d9a804e8c0897595be7da6e007dca04afe1c83a9
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/inputs/seed_4/observation_ids.txt,37031,c5b6375c6a20e215f4fee3b025dd81103302d9a95d498f71a13e34beda9e6140
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/inputs/seed_4/s00.npz,246388,7533d32ff3b879345c748574fc92fd93b79847b41a1baa9f10971074e684b967
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/inputs/seed_4/s04.npz,252446,6f98b23e2cab8e52ef668f3e857ef49cbe07d07f86eaec7950e81eb60cc96658
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/inputs/seed_4/worker_input.json,771,e0f395f3f1f2f453667ebf7b8f516a8d057db2f27b1dcaed7123e9446c17940a
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/inputs/seed_5/c06_affinity.npz,320574,2783c1f00a71956e44d6ecf9a89c7eba631a3c9a541dad3de8cffe9a34cf01d3
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/inputs/seed_5/observation_ids.txt,37031,c5b6375c6a20e215f4fee3b025dd81103302d9a95d498f71a13e34beda9e6140
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/inputs/seed_5/s00.npz,245833,b2e8e9d4b24f8857aebc0b87b45f73d4266da74da6b201fb59e30c03f3896142
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/inputs/seed_5/s04.npz,256947,cf60970668d5a7cfb0d7803756144b4f86476dcf4ff4936274a2dedad9bf208b
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/inputs/seed_5/worker_input.json,771,5eabe5bd9ab9b680f4e99986f827d23150791739a95bceb91091092a9c4b7b0e
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/inputs/seed_6/c06_affinity.npz,320796,878b4c261618bdebacade56b511b125949ce134d441567992aac9048e429c32a
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/inputs/seed_6/observation_ids.txt,37031,c5b6375c6a20e215f4fee3b025dd81103302d9a95d498f71a13e34beda9e6140
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/inputs/seed_6/s00.npz,246088,949a3c185521bea4336f95064fbbcccfa4b09aae00a7795fb8f603eccb7b76f6
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/inputs/seed_6/s04.npz,256375,4dc1a865e9fa0d330eba34eed2b482f15ad69ae0f1f23225230912f89deae6ce
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/inputs/seed_6/worker_input.json,771,cc0eac31a97aa8073f94b6d28dccabb5aa30878cbd43a09ab9112ccb1e3ae44d
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/inputs/seed_7/c06_affinity.npz,320646,4068814fb9b6a4e5647dd72d3af4f3b924e9cc389a8bcc5c6bf9a173adfbaaa6
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/inputs/seed_7/observation_ids.txt,37031,c5b6375c6a20e215f4fee3b025dd81103302d9a95d498f71a13e34beda9e6140
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/inputs/seed_7/s00.npz,246226,0beffa403fe57164f95862483513df63b16749b70f9b2648653733faa637a434
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/inputs/seed_7/s04.npz,256315,6ed2c10a317e87e4b9a86009a72447e4d184be17fc59d277305f638cb879e6ef
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/inputs/seed_7/worker_input.json,771,d12e768baaec54b265c9f9428ebf513ae0d8522a4c653526e8bac549b8db8110
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/inputs/seed_8/c06_affinity.npz,320084,ee349d5341033c8ca55823abac484f36822f62ad00de698d4a2bb77f72b8f30b
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/inputs/seed_8/observation_ids.txt,37031,c5b6375c6a20e215f4fee3b025dd81103302d9a95d498f71a13e34beda9e6140
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/inputs/seed_8/s00.npz,247866,dcd4951b10f326203dc486a74b3d4b94aa0ab0acf18f5b96f8d039c2531f36dd
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/inputs/seed_8/s04.npz,256362,fb5ee94f7ab5c84a10f6d0588d052c63085e13c0f8290429add9e991d0f6cffb
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/inputs/seed_8/worker_input.json,771,23246d6b704cf06aaca850222a35a1bbb3d6854b9e2bbd270361922438e53dc7
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/inputs/seed_9/c06_affinity.npz,322627,b3cb4ddf2c24096d994a94f50acab187fc14b493be49c4dbc424d23d7a053549
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/inputs/seed_9/observation_ids.txt,37031,c5b6375c6a20e215f4fee3b025dd81103302d9a95d498f71a13e34beda9e6140
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/inputs/seed_9/s00.npz,248520,c440f30d96967d02860d0b00bc0a84d61f238f05c82dedcfa1d26238f644e1b8
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/inputs/seed_9/s04.npz,255225,15dad862d66c85852b29e56f421f90899a2c7aaab11898605652ec1faccee6d1
/root/autodl-fs/night8b_raw_runs_20260820/formal/adapter/inputs/seed_9/worker_input.json,771,ea80ab9cba7b5bfd538e34aa769c7afa12bad40a368e7ce4fbdf904fdd0ea618
/root/autodl-fs/night8b_raw_runs_20260820/formal/base/seed_0/attempt_001/G00_SP18_F20_CORR_UNION/loss_curve.csv,5461,8d305abc2ac1ce977a8fca60f92d81f290d8b26165d9b2a32ccec241dc42e53f
